MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
7.9,15.8,0.2,W,17,NW,0,2,92,77,1024.2,1024.4,12.1,15.6,No,1
8.6,20.4,2.6,WSW,19,SW,6,9,77,62,1025.6,1021.9,13,19.3,Yes,0
9.3,17.9,0.2,WSW,33,WSW,6,19,83,50,1020.9,1019.3,11.9,17.5,No,0
2.5,18.6,0,SSE,24,SE,9,9,74,38,1027.7,1025.4,8.6,16.9,No,0
1.7,20.6,0,NE,22,NNW,7,6,79,35,1027.4,1020.9,9.1,20.4,No,0
6.6,19.7,0.4,W,28,W,4,19,81,38,1021.9,1020.4,12.4,19,No,0
1.6,17.9,0,SSE,17,E,7,9,66,35,1025.8,1022.6,9.3,16.3,No,0
2.5,18.6,0,SE,22,SE,4,13,66,37,1027.2,1023.2,9.3,17.9,No,0
6.2,23.2,NA,SE,13,SSE,0,9,86,38,1031.8,1027.9,12.4,23.2,NA,0
5.7,23.4,0,SE,24,SSE,0,13,81,39,1030.5,1025.1,12.6,23.1,No,0
5,24.2,0,NNE,46,NNE,0,15,82,38,1025,1019.2,11.4,22.7,No,1
11.3,15.7,9.8,W,41,W,15,22,96,65,1015.3,1013.6,14,15,Yes,1
1.9,11.6,4.6,N,22,NNW,0,15,100,82,1015.8,1013.7,6.1,11.2,Yes,1
6.1,13.7,7.4,WNW,39,NW,11,15,97,79,1012.2,1010,9.6,12,Yes,1
9.1,14,1.4,SW,50,W,19,17,90,76,1010.7,1009.9,9.4,12.2,Yes,1
3.5,14.9,1.6,WNW,31,WNW,11,9,100,71,1015.9,1014.4,7.8,14.6,Yes,0
1.4,13.1,0,W,31,W,2,15,100,62,1018,1016,5.6,12.4,No,0
0.6,15,0.2,WNW,28,W,4,19,100,63,1020.4,1018,5,13.3,No,1
2.9,14.6,1.4,E,20,E,2,15,99,72,1020.3,1016,8.5,14.3,Yes,0
5.3,14.9,1,SSE,15,ESE,9,4,100,55,1018.1,1015.8,6.9,14.3,No,0
2.8,13.5,0,NNW,15,NA,4,0,98,79,1014.1,1011.7,6.1,10.8,No,0
5.4,17.2,0,SE,33,SSE,17,20,59,45,1016.9,1017.6,13.5,16.9,No,0
1.4,17.4,0,WNW,22,WNW,7,7,75,40,1024.2,1021.8,7.8,17,No,0
-0.2,16.3,0,W,22,WNW,0,11,100,57,1026.6,1024.8,4.6,15.8,No,0
1.3,12.8,0.2,NNE,9,S,0,6,100,81,1029.2,1026,5.5,12.4,No,0
1.1,16.6,0,SE,17,SE,7,9,100,53,1030.5,1028.2,5.3,15.7,No,0
2.7,18,0.2,SE,15,SE,0,11,79,62,1031.6,1027.7,9.9,17.4,No,0
4.2,19.3,0,N,22,SSE,0,7,100,57,1030.3,1026.1,7.8,19,No,0
7.8,15.2,0.6,ENE,26,ENE,11,9,98,91,1026.6,1024.9,11.2,14.4,No,1
11.2,17.6,16,NE,30,NE,6,13,100,82,1026.2,1022.7,13.9,17,Yes,1
10.3,15.4,19.4,N,35,N,19,7,99,98,1015.9,1011.5,14.6,15.3,Yes,1
11.4,17.3,53.4,SSW,31,SSW,13,17,68,48,1013.4,1015.3,12.3,16.9,Yes,0
0.6,14.3,0.2,SW,22,NW,0,11,84,70,1024.6,1023,5.6,13,No,0
1.9,14.5,0,S,11,SE,6,4,100,69,1027.8,1025.3,5.5,13.8,No,0
3.5,13.6,0,E,59,ENE,NA,13,100,71,1025,1022.2,8.1,13.2,No,0
5.8,15,0.4,N,22,N,2,13,100,65,1021.9,1019.6,8.5,14.8,No,1
8.5,16.9,1.2,WNW,39,WNW,19,20,95,64,1020.1,1021.5,12,15.1,Yes,0
1.7,14.6,1,SE,13,NE,2,9,100,65,1031.3,1029.3,7.2,13.4,No,0
0.6,13.8,0.2,WNW,13,ESE,0,7,100,71,1028.2,1024.6,5.3,13.2,No,0
3.1,13.8,0,NNW,13,ESE,0,7,100,80,1021.1,1019.6,7.8,13.2,No,0
3.4,15.6,0,E,20,E,2,15,100,67,1022.1,1017.8,6.4,15.4,No,1
4.9,11.8,15,SE,28,ESE,13,6,100,100,1011.4,1008.4,10,11.5,Yes,1
10,13.4,16.8,WNW,28,W,7,13,NA,93,1007.1,1005.5,NA,12.3,Yes,1
4.3,12.2,3.6,NW,11,SE,0,6,100,90,1009,1009.4,7.2,12,Yes,0
1.2,15.4,0.2,WNW,17,E,4,7,93,51,1016.8,1016.7,5.7,14,No,0
-0.2,14.3,0,WNW,17,WNW,0,9,83,51,1018.7,1015.5,4.8,14,No,0
0.3,10.4,0.2,S,11,SW,0,2,100,83,1014.1,1011.9,4.5,10.2,No,0
3.1,15.5,0.6,SSW,15,WSW,2,11,100,63,1016.5,1016,7,14.5,No,0
0.8,14.5,0,SSE,24,S,0,7,89,52,1025.8,1024.1,4.7,13.9,No,0
0,14.1,0,WSW,15,SW,4,7,97,50,1026.3,1022.5,3.7,13.6,No,0
-0.5,13.2,0.2,SE,13,SE,0,9,97,60,1022.8,1019.9,3.4,12.7,No,0
-1.3,13.9,0,SSE,15,S,6,7,87,53,1026.1,1024.8,3.9,13.7,No,0
-0.4,14.1,0,SE,19,SSE,9,7,89,51,1031.2,1027.8,4.3,13.9,No,0
2,13.1,0,SSE,26,SSW,0,7,84,85,1026.9,1023.2,7.8,10.6,No,0
7.8,17,1,SSE,39,SSE,19,17,56,51,1023,1020.9,12.8,16.8,No,0
0.9,16.8,0,SE,48,ESE,0,6,81,51,1024.5,1021.8,6.5,16,No,0
-0.1,14.1,0,E,11,ENE,6,7,95,67,1024.3,1021.3,3.6,12.6,No,0
2,16,0,N,13,SE,0,6,92,59,1025.2,1022.4,6.5,15.5,No,0
4.3,18.4,0,WNW,17,SSE,0,2,100,60,1026.2,1023.7,7.1,17.5,No,0
1.4,15.7,0,W,19,W,0,13,97,54,1028.2,1025.8,6.3,15.6,No,0
2,12.9,0,ENE,20,NNE,0,9,100,82,1026.8,1024.8,7.4,12.5,No,0
7.4,16,0.6,WNW,26,WNW,2,17,100,65,1025.8,1023.9,11.2,15.7,No,0
3.1,14.8,0,E,15,E,0,11,100,69,1025.7,1022.2,5.2,13.6,No,0
1.9,15.4,0.2,N,48,N,9,19,83,59,1016.4,1011.5,8.9,14.1,No,0
8.4,12.2,0,WNW,72,WNW,30,20,73,56,1011.7,1014,9,11.5,No,1
4.8,13.3,1.6,NNW,35,NW,11,20,83,60,1021.6,1019.8,7.8,12.7,Yes,1
6.1,13,2.2,WNW,39,E,11,7,91,74,1028.1,1027.4,8.2,11.5,Yes,1
4.6,13.9,2.6,W,26,W,6,17,100,61,1033.4,1032.5,7.6,13.2,Yes,0
-0.5,12.6,0,SE,17,SSW,0,6,90,55,1037.3,1033.3,5.2,12.2,No,0
3.2,14.9,0.2,ESE,15,S,0,6,78,55,1033.7,1031.1,6.1,14.3,No,0
1.7,15.1,0,SE,15,E,0,7,84,60,1035.2,1032,6.6,13.9,No,0
1.5,15.8,0,SE,19,ESE,4,7,100,64,1032,1028.3,5.1,14.4,No,0
5,14.8,0,ENE,17,ESE,0,7,100,74,1029.4,1026.1,8,14,No,1
8,14,5,N,33,ENE,9,7,100,90,1025.2,1022.7,11.1,13,Yes,1
11.1,14.6,5,NNE,37,N,11,9,86,89,1022.1,1020.9,13.7,14,Yes,1
10.1,15.5,2.4,E,20,SE,7,6,100,85,1024.6,1022.3,11.2,14.5,Yes,1
11.1,18,2,NE,24,ENE,7,13,100,78,1022.1,1018.8,13.1,17.1,Yes,0
12.1,20.5,0,NNE,57,NE,17,22,73,69,1019.1,1013.7,16.1,19.1,No,1
13.5,17.3,33.6,NNE,52,NNW,26,26,83,69,1010.3,1008.7,15.2,15.7,Yes,1
8.3,11.9,4.4,NNW,52,WNW,9,19,89,78,1006.5,1005.2,9.7,8.8,Yes,1
4.5,11.2,7.2,NW,35,NNW,11,15,92,65,1016.6,1014.9,4.7,9.2,Yes,0
4.4,11.7,0,N,31,NNW,9,9,76,73,1018.6,1017.5,7.6,10.2,No,0
3.4,12.4,0.6,WNW,30,WNW,7,17,100,73,1023.7,1023.8,6.6,12.2,No,0
1.9,14.7,0,W,17,W,7,6,100,56,1030.7,1028.9,3.6,14,No,0
0.8,11.3,0,SE,13,ENE,9,7,100,73,1031.1,1028.4,4,11.1,No,0
3.5,12.8,0,SE,17,ESE,7,11,98,63,1029.4,1027.2,5.9,11.7,No,0
0.3,13.9,0,ENE,19,SE,0,9,100,69,1030.1,1027.1,5.1,13.4,No,0
3,16.1,0.2,NE,35,NE,0,24,98,56,1027.5,1021.7,6.2,16,No,1
6.2,17.7,5,NNE,52,NNE,9,19,87,70,1021.6,1018.5,12.4,15.9,Yes,0
5.7,13.2,0.2,W,24,WNW,0,17,100,90,1021.4,1021.4,9.7,11.1,No,0
5,14.5,0,ESE,17,SSW,0,4,100,72,1025.8,1023.4,5.6,13.9,No,0
2.8,14.3,0,ESE,13,E,4,9,100,65,1024.3,1020.3,7,13.8,No,0
7,15.9,0,WNW,52,NNW,0,24,87,55,1016.3,1012.1,10.1,14.2,No,1
4.7,10.4,1.2,NNW,43,NNE,13,17,87,83,1018.6,1014.5,6.3,9.3,Yes,0
6.3,13.1,1,WNW,48,WNW,15,19,89,62,1015.3,1015.6,8.4,12,No,1
7.4,13.3,1.6,N,26,N,13,15,96,85,1017.6,1014.5,8.1,11.7,Yes,1
8,13.6,2.8,WNW,37,WNW,24,20,74,68,1009.2,1010,12.5,13.1,Yes,0
3.4,11.5,0.4,NE,28,N,7,11,94,89,1014.4,1010.7,7.6,10.2,No,1
5.9,15.9,8.2,ENE,37,E,9,6,81,55,1014.4,1015,8.4,13.8,Yes,0
2.6,11.2,0,NNW,20,N,9,11,95,85,1019.8,1016.6,7.2,10.4,No,1
5.7,16.6,2.8,WNW,22,WSW,0,13,95,62,1017.9,1016.7,9.6,16,Yes,0
2.9,15.6,0,NE,20,NNE,9,13,100,58,1019.2,1014.9,5.8,14.9,No,1
5.8,14.9,17.2,W,69,W,31,44,94,54,1004.3,1006,12.7,13,Yes,1
4.6,14.5,1.2,NW,41,NW,17,15,79,57,1015.8,1014.9,9.1,12.6,Yes,0
7.4,18.4,0,W,56,NW,13,20,65,58,1011.6,1005.9,11.8,15.7,No,1
1.8,14.1,6.6,W,20,WNW,11,11,84,60,1022.8,1021.5,6.5,13.3,Yes,0
2.1,16.2,0,N,57,NE,9,26,100,45,1021.4,1012.2,6.4,16.1,No,1
6.4,14.4,3.8,N,44,NW,9,15,78,58,1010.9,1011.5,10.4,14,Yes,0
4.7,18.3,0.6,NNW,50,NNW,13,33,79,43,1015.2,1009.7,9.1,18.1,No,1
6.6,11.3,6,SW,52,WNW,17,20,85,72,1013,1011.1,7.8,8.3,Yes,1
1.5,10.7,9.8,WNW,35,WNW,17,22,86,63,1017.6,1016.2,4.8,9.8,Yes,0
2.2,11,0.2,WNW,28,WNW,11,11,94,67,1018.4,1015.5,6.4,10.4,No,1
6.4,11.9,4.2,WNW,44,W,15,17,89,85,1012.6,1010.6,8.7,10.7,Yes,1
8.6,12.3,8.8,WNW,44,WNW,22,19,94,94,1011.6,1011.9,10.1,11.4,Yes,1
6,15,4.2,W,22,NA,9,0,100,75,1023.3,1023.8,9,13.6,Yes,0
8.1,16.2,0,W,24,WNW,7,15,87,64,1026.6,1024.4,11.8,15.1,No,0
9.5,17.1,0,WNW,28,W,2,9,76,61,1025.9,1023.4,12.2,16.3,No,0
8.1,17.8,0.4,ENE,17,ESE,2,7,91,60,1023.9,1019.7,10.6,17.2,No,0
5.4,20.8,0,ENE,20,SE,9,11,91,59,1022.1,1018.5,11.3,19.7,No,1
9.8,20,2.8,WNW,57,NE,11,26,84,51,1018.8,1011.4,15,19.4,Yes,1
10.2,18.5,3.6,NW,30,WNW,15,13,67,61,1016.5,1015,14.9,17.2,Yes,0
6.1,20.7,0.2,ESE,20,SSE,7,6,88,45,1022.3,1020.8,12.5,20.2,No,0
5.3,22.2,0,ENE,17,S,7,9,80,53,1028.5,1025.8,12.1,20.7,No,0
7,23.8,0,E,15,E,0,7,74,42,1031.7,1029.4,13.6,23.4,No,0
8,23.3,0,ESE,15,S,2,6,80,51,1033.3,1029.8,14.7,23,No,0
7.5,23.7,0,WSW,54,NNE,7,17,82,51,1031.8,1026.8,15,22.7,No,0
11.9,22.6,0,NNE,28,NNE,4,11,79,51,1027.8,1024.5,17,21.7,No,0
13.6,20.9,0,W,22,SW,7,7,82,61,1026.6,1023.4,16.7,20.8,No,0
10.1,19.8,0,WSW,33,W,0,22,73,50,1024.9,1023.3,15.2,18.8,No,0
4.8,18.8,0.2,WNW,30,W,6,15,75,36,1027.2,1023.8,12,18.4,No,0
7.9,23.4,0,W,52,NNE,7,17,73,47,1019.1,1010.2,12.6,22,No,0
12.5,17.5,0,WNW,50,WNW,15,24,80,54,1008.1,1006.8,14.1,17.4,No,0
6.2,16,0.4,WNW,35,WNW,15,26,79,64,1013.7,1012,9.8,14.5,No,0
2.4,15.4,0,W,46,WNW,0,24,81,50,1016.4,1014.8,9.7,15.3,No,0
2.6,14.7,0,S,26,SSE,7,15,67,50,1018.9,1015.3,7.9,13.2,No,0
6.4,19.3,0.8,WNW,28,W,4,15,73,53,1015.1,1013,12.9,17.4,No,0
3.7,20.3,0.2,NNE,50,E,13,7,84,48,1018.6,1014.6,11.7,19.3,No,1
7.7,13.6,3.2,SE,30,ESE,7,9,93,99,1012.7,1006.8,10.9,12.1,Yes,1
10.8,18.4,37.4,WNW,35,W,7,22,100,82,1002.2,999.6,13.4,16.5,Yes,0
11.2,18.7,0.2,WNW,70,NW,11,11,92,76,1003,999.6,13.3,16,No,1
7.7,14,1.2,NW,39,WNW,20,20,79,67,1008.7,1007.6,9.7,12.8,Yes,1
7.3,14.9,2,W,43,W,22,19,87,72,1009.1,1010.7,9.4,13.6,Yes,0
5.2,17.6,0.4,WSW,26,W,4,13,100,47,1016.8,1014.1,9.7,17.2,No,0
5.8,20.4,0.2,E,30,NE,11,13,94,56,1015.5,1010.6,9.6,19.7,No,0
6.1,23.9,0.2,NE,31,ENE,7,17,77,47,1011,1006,14.2,23,No,0
14.2,22.3,0,WNW,39,WNW,4,22,63,47,1004.4,1005.2,16.9,21.5,No,0
10.6,24,0.2,WNW,31,NW,6,13,68,44,1009,1007.4,18,23.7,No,0
10.3,16.7,0.8,W,70,W,35,35,84,50,1006.6,1011.3,10.3,15,No,1
2.6,18.5,3.6,ENE,22,NNE,9,13,74,43,1020.8,1015.5,10.7,18.2,Yes,0
7.4,16.9,0,WNW,59,W,30,31,64,46,1013.7,1012.6,12.8,15.3,No,0
3.7,20,0,NNW,26,N,4,13,75,51,1018.6,1015.6,11.6,19.7,No,0
7,26.4,0,NNE,50,NNE,6,28,70,42,1014.4,1007,15.8,25.6,No,1
15.8,17.2,1.6,WNW,72,WNW,17,30,87,56,1002.9,1008,16.3,15.7,Yes,1
3.7,19.7,4,WNW,80,NNW,22,28,64,41,1014.2,1006.1,13.3,19.2,Yes,0
6.8,16.5,1,W,43,W,24,28,64,48,1016.3,1017.8,11.3,16,No,0
3.2,18.9,0,SW,20,WNW,7,9,74,48,1024,1019.7,10.6,18.2,No,0
5.5,21.7,0,NNW,28,NNE,9,13,83,50,1018.4,1013.2,12.5,19.9,No,0
6.2,22.9,0,W,41,NNW,0,17,76,46,1009.1,1006.2,13.2,21.3,No,0
4.9,20.1,0,NW,31,WNW,6,13,77,51,1012.7,1011,11.9,18.2,No,0
5.6,20.6,0,WNW,31,NW,4,19,69,48,1016.6,1016.1,13.4,19.7,No,0
5.6,24.3,0,NNE,28,N,9,15,83,45,1019.9,1015.2,11.9,23.2,No,0
NA,18.5,NA,W,37,WNW,17,17,73,52,1016.4,1015.8,11.4,17.8,NA,0
5.2,23.1,0,N,28,N,6,9,78,38,1016.3,1010.9,12,21.9,No,0
6.8,24.7,0,W,61,W,0,35,70,61,1001.9,1001.6,14.6,17,No,1
4.6,15.5,2.2,WNW,44,WSW,15,24,77,49,1018.4,1018.5,8.1,13.7,Yes,0
2.5,20.1,0,NNE,30,S,2,6,81,42,1024.5,1020.9,9.3,18.2,No,0
3.8,25.5,0,N,50,NNW,6,35,75,21,1017.4,1009.8,11.2,24.4,No,0
11.2,17.7,0,WNW,69,WNW,26,46,62,43,1006.3,1012,13.9,14.8,No,0
0.8,18.9,0,E,22,NNW,6,11,72,40,1027.1,1025.3,8.6,17.9,No,0
3.6,24.7,0,E,28,ENE,11,13,75,26,1027.2,1021.7,12.7,23.7,No,0
7.4,29.7,0,ENE,33,ENE,6,19,67,29,1019.4,1014.6,13.9,28.8,No,0
10.8,27.6,0,WSW,33,E,7,9,64,45,1013.7,1012.1,18.8,26.6,No,1
16,26.2,2.8,NW,52,ENE,0,24,81,60,1011.1,1007.4,19.1,25.7,Yes,1
13.3,18.2,2.6,NW,46,WNW,17,20,90,87,1008.4,1010.5,13.8,14.6,Yes,0
7.9,16.5,0.4,W,56,WSW,26,22,62,37,1017.6,1019.2,10.1,14.2,No,0
2.1,17.5,0,WNW,35,WNW,7,26,64,45,1025.5,1022.8,10,15.7,No,0
5,19.7,0,WNW,37,WSW,11,19,61,46,1024.2,1022.3,12.9,18.7,No,0
5.3,21.3,0,NNW,22,WSW,6,13,68,36,1023.8,1020.6,11.9,20.3,No,0
10.6,24.6,0,ENE,30,SSE,9,17,65,50,1017.8,1012.1,16,21.6,No,0
9.4,22.6,0,SSE,46,SSE,24,17,54,48,1009.6,1011.3,17.9,19.9,No,0
6,23.5,0,W,31,NW,9,11,61,34,1020.4,1017.9,13.6,22,No,0
6.3,25.2,0,W,28,W,4,19,70,28,1021,1018.8,14.9,24.3,No,0
7.6,27.9,0,N,30,NE,7,9,69,24,1022.2,1018.1,15.8,27.3,No,0
8.6,27.9,0,W,26,SSE,6,11,65,45,1017.8,1015,16.8,23.9,No,0
10.1,21.1,0,WSW,67,WSW,30,35,67,34,1013.1,1016,16.1,19.5,No,0
3.1,20.3,0,W,30,SE,13,15,46,33,1026,1024.6,11.9,19,No,0
6.3,25.6,0,SE,33,SW,7,9,58,18,1027.9,1023.3,13.5,23.4,No,0
6.9,29.6,0,NNW,31,NW,7,13,58,13,1021.7,1016.1,16.8,28.7,No,0
8.9,34.3,0,SSE,22,WNW,4,4,48,22,1014.9,1009.4,18.8,33.2,No,0
17.7,30.9,0,W,48,N,2,30,62,23,1006.4,1002.9,22.3,30,No,0
9.3,21.9,0,WSW,43,WNW,22,26,62,35,1012,1011.9,14.9,19.6,No,0
10.5,21.3,0,ESE,43,SE,20,24,52,50,1018,1015.8,14,19.4,No,1
10.6,17.1,5.8,SE,46,SSE,17,26,57,61,1020.7,1019,14.1,15.9,Yes,1
12.1,18.6,4.4,W,46,W,11,26,75,65,1015,1011.4,14.3,17.1,Yes,0
10.1,17.2,0.4,NNW,31,WNW,13,22,86,55,1015.7,1015.1,11,15.3,No,0
8.2,21.5,0,SW,35,WNW,9,15,69,48,1016.4,1014.9,14.4,19.7,No,0
5.1,25.1,0,WSW,35,SW,7,11,69,34,1016.5,1013.8,13.4,23.4,No,0
12.4,26,0,NE,54,SE,20,11,55,32,1016,1012.7,17.4,24.3,No,0
9.1,27.2,0,ESE,24,SSE,9,13,61,35,1017.6,1013.9,16.7,23.6,No,0
9.5,28.4,0,NW,31,WSW,4,15,58,33,1016.2,1011.8,19,27.1,No,0
10.2,31.1,0,W,22,E,6,7,55,24,1013.4,1008.5,19.8,30.2,No,0
11.3,33.7,0,NW,59,N,7,13,57,14,1009.9,1005.9,21.2,33.2,No,0
16.8,27.2,0,WSW,31,NW,2,11,63,50,1010.3,1007.7,19.5,25,No,0
10.6,27.1,0,W,46,WNW,7,22,54,21,1007.6,1005.4,19.5,26,No,0
8.1,23.7,0,W,33,NW,7,17,54,36,1006.9,1004.2,17.6,22.4,No,0
8.6,26.1,0,SE,50,SW,9,19,58,29,1008.1,1005.7,16.5,24.5,No,0
11.5,26.7,0,ESE,48,SE,24,24,50,30,1010.7,1009.3,19.4,25.2,No,0
8.2,29.7,0,WSW,33,W,4,17,49,25,1016.7,1012.8,16.7,28.1,No,0
10.5,32.6,0,W,31,S,9,15,58,22,1016.5,1012.6,19.8,30.5,No,0
14.2,35.4,0,NNW,76,WNW,7,33,56,13,1008.3,1002.8,23.1,31.9,No,0
13.1,25.6,0,WNW,33,SSW,17,17,37,27,1008.6,1008.6,19.1,25,No,0
9,27.5,0,WNW,26,E,17,7,41,16,1018.9,1017.1,16.2,24.9,No,0
9.9,30.4,0,E,33,WNW,20,13,46,23,1022.9,1019.8,20.6,29.1,No,0
15.6,34.4,0,NE,28,NE,13,11,38,19,1020.4,1015.2,24.7,33,No,0
15.1,37.1,0,W,44,NW,9,30,47,15,1013.9,1009.3,25.8,34.8,No,0
21.5,23.7,0,NW,54,S,9,7,62,93,1004,1002.3,22.9,18.3,No,1
10.1,17.5,29.4,WSW,56,W,20,28,90,60,1000.8,1001.3,10.1,14.6,Yes,1
5.8,20.4,3.2,WNW,43,WSW,11,22,62,32,1015.4,1015.9,11.8,19.4,Yes,0
7.7,26.1,0,ENE,44,WNW,7,13,63,28,1020.9,1018.3,15.5,24.8,No,0
10.2,32.1,0,N,31,NW,9,13,55,20,1016.7,1011.3,18.4,30.4,No,0
18.1,30.4,0,WSW,50,W,6,22,56,31,1006.2,1001.4,22.1,29.2,No,0
12.1,22.4,0,W,44,W,19,30,60,35,1008.7,1008.1,15,20,No,0
10.9,24.5,0,W,43,W,20,19,43,33,1010,1008.8,17.5,22,No,0
9.9,27.6,0,W,35,W,2,24,55,22,1012.6,1009.8,17.7,26.4,No,0
11.2,30.2,0,W,37,WNW,6,22,47,29,1012.9,1010.5,19.6,28.9,No,0
14.4,29.5,0,NW,33,WSW,6,19,56,19,1014.9,1013.2,21.3,28.4,No,0
12.8,31.1,0,SW,41,NW,13,11,48,31,1018,1014.7,20.1,28.5,No,0
15.8,32.9,0,SSW,43,NNE,7,7,51,28,1018.1,1015.1,23.2,31.5,No,0
16.9,34,0,N,30,ESE,7,9,54,29,1019.5,1016.3,24.7,31.8,No,0
18.8,37.6,0,ENE,28,ESE,15,13,41,17,1020.2,1016.2,27,36.4,No,0
19.2,39.7,0,NNW,37,NNW,20,11,34,17,1018.3,1013.5,29.9,39.2,No,0
22.2,40.7,0.2,SW,46,NW,7,17,45,14,1015.1,1009.9,28.6,39.2,No,0
23.7,40.5,0,WNW,54,NW,19,33,40,12,1012,1008,26.9,38.8,No,0
25.2,36.4,0,SW,39,WSW,15,22,36,22,1007.7,1006.6,29.4,35,No,1
18.3,23.9,5.2,NW,37,NW,20,19,93,68,1010.7,1011,18.3,20.8,Yes,1
11.6,29.1,13,SSE,20,SW,6,9,75,24,1017.8,1015.2,17.6,26.6,Yes,0
15.7,29.1,0,NNE,28,N,2,9,64,44,1016,1013.3,20.3,26.3,No,0
14.9,30.8,0,SW,52,NNE,7,11,61,28,1013.4,1008.7,22.4,29.8,No,1
14,32.5,1.4,SSE,24,SE,7,7,57,25,1011.1,1007.7,20.8,30.8,Yes,0
14.4,37.1,0,W,39,NW,6,15,57,18,1008.3,1003.7,23.2,34.7,No,0
16.1,30.9,0,WNW,35,S,15,13,27,14,1011.8,1010.6,19.9,27.9,No,0
11.7,30.9,0,WNW,41,WNW,11,9,50,18,1014,1010.4,20.3,29.3,No,0
10.4,31.4,0,WSW,43,WSW,7,22,43,14,1013.3,1011.5,19.7,30.5,No,0
12,27.4,0,WNW,43,ENE,11,20,56,38,1011.1,1008.6,20.3,25.9,No,0
16.7,27.7,0,W,31,WNW,6,20,61,22,1006.1,1005.8,22.3,26.4,No,0
18.9,30.6,0.2,WSW,44,W,6,15,40,32,1003.1,999.1,22.3,27.5,No,0
13.1,25.6,0,W,46,W,24,19,46,28,1006.8,1005.7,16.8,24.2,No,0
8.4,29.4,0,WNW,65,NW,6,30,50,24,1009.4,1004.5,18.7,28.9,No,0
12.1,23.7,0,WSW,56,SW,28,24,42,27,1013.2,1013.4,16,23,No,0
9.8,27.5,0,SSE,41,SSE,17,13,43,23,1019.5,1016.4,16.7,25.2,No,0
14.2,30.4,0,SE,33,SE,20,11,42,26,1021,1017.1,18.9,28.3,No,0
16.9,29,0,NE,31,NE,17,15,48,38,1020.8,1019.1,21.1,26.8,No,1
14.4,33.6,1.4,NNE,28,ESE,0,13,54,27,1020.5,1016.6,22.3,31.5,Yes,0
16.5,36.5,0,WSW,30,W,7,13,55,26,1018.6,1014.9,24.7,34.4,No,0
18.8,38.9,0,SSE,30,W,15,7,37,13,1016.4,1013.1,27,37.5,No,0
17.1,39,0,ESE,46,NNE,11,7,46,17,1017.6,1013.8,26.4,36.9,No,0
18.6,41.2,0,NNW,33,NNE,7,9,44,19,1018.3,1014.5,26.9,39,No,0
21,41.8,0,SSE,28,SSW,7,11,47,15,1019.4,1015.1,28.7,40.6,No,0
23,43.6,0,N,35,SSW,9,13,34,12,1016.6,1012.2,31.8,41.7,No,0
21.7,42.6,0,NE,33,NE,11,19,37,11,1012.7,1007.9,29.6,41.5,No,0
22,41.2,0,WSW,39,W,11,30,27,15,1008.9,1006.2,32.1,38.9,No,0
21.3,37.9,0,NW,37,W,6,19,50,21,1008.1,1003.9,26.5,36.4,No,0
19,34.2,0,SSE,52,SE,9,11,55,25,1007.4,1004.5,24.5,31.6,No,0
17.9,33.2,0,SW,41,WSW,7,19,54,26,1008.6,1006.3,23.4,30.1,No,0
15.8,33.3,0,ESE,39,SSE,20,19,43,20,1016.7,1014.7,21.4,31,No,0
16.2,34.5,0,NNE,31,S,17,11,45,23,1020,1014.8,22.4,32.1,No,1
20.1,23.4,2.8,NE,41,NW,20,15,84,86,1010.8,1006.7,20.5,20.7,Yes,1
13.3,25.9,31,ESE,35,SE,11,19,52,33,1014.3,1014.4,17.8,24.3,Yes,0
12.4,29.4,0,SSE,28,SE,11,9,53,24,1021.8,1019.5,18.1,26.4,No,0
14.8,32.7,0,NNE,28,WNW,9,9,52,27,1021.4,1018.1,22.4,30.7,No,0
16.4,36.6,0,N,31,NE,7,11,63,22,1018.4,1013.4,22.7,34.5,No,0
18.8,40.6,0,NNW,39,NNW,7,13,51,18,1015.2,1011.1,26.7,39.3,No,0
20.6,39.7,0,N,35,NE,9,15,49,17,1015.3,1012,26.6,37.2,No,0
21.8,41.7,0,W,44,W,9,13,50,16,1011.8,1008.3,28.6,40.8,No,0
23.2,41.6,0,W,39,NW,7,11,51,15,1010.9,1007.4,28,40.2,No,0
20.7,41.1,0,NNE,28,S,7,15,43,14,1010.1,1006.7,27.5,39.7,No,0
20.5,40.5,0,W,57,N,15,13,34,17,1010.1,1006.7,30.8,38.2,No,1
21,31.9,1.2,SE,48,SSE,28,24,25,24,1014.3,1014.1,22.3,30.3,Yes,0
16.7,30.9,0,NNE,33,S,11,11,45,26,1020.9,1017.2,19.9,28.7,No,0
16.6,33.7,0,NE,31,S,19,9,46,27,1018.4,1013,20.1,30.5,No,0
16.7,36.8,0,SSW,37,NE,7,9,57,18,1014.5,1011.4,23.1,34.9,No,0
18.4,40.1,0,N,33,NW,7,17,49,13,1014.9,1011.4,25.3,38.3,No,0
18.8,42,0,NNW,63,N,7,24,31,10,1014.7,1010.4,29.4,40.8,No,0
18.6,36.8,0,W,28,WSW,15,15,46,19,1015.2,1012.3,23.5,35.1,No,0
13.9,36.9,0,SW,30,W,9,19,56,17,1014.5,1010.6,20.2,35,No,0
17,36.2,0,SE,19,SSE,6,11,54,24,1013.8,1011.4,22.2,34.4,No,0
21.8,31.2,0,S,22,SSE,11,13,57,39,1012.1,1009.1,24.9,29.9,No,0
